
"0","",""
"1551836","TD4096E.TXT.r_275;TD4096E.TXT.r_276"," rgyab  kyis phyogs pa dang sems mthar thug pa gcod pas so // / +sa 'og ma dag na de yod na ni dmigs pa dang bcas pa thams cad la rgyab kyis phyogs par mi 'gyur la / / ","0.0#TD4005E.TXT.r#551832#551844#TD4005E.TXT.r_384;TD4005E.TXT.r_385;TD4005E.TXT.r_386;TD4005E.TXT.r_387;TD4005E.TXT.r_388# sems can gyi don du mchod rten brgyad po'i gser la sogs pa'i nor ro // / +dge 'dun ni mi phyed pa ste / / "
"1551847","TD4096E.TXT.r_277"," mthar thug pa gcod par yang mi 'gyur gyi sa de'i gong na sems yod pas bar du sems gcod par 'gyur ro // / ","0.0#TD4005E.TXT.r#551842#551855#TD4005E.TXT.r_386;TD4005E.TXT.r_387;TD4005E.TXT.r_388;TD4005E.TXT.r_389# byang chub  sems dpa' dang nyan thos kyis phye ba'o // / +de yang dang po ni gnyis la sogs pa'i'o // / +gnyis pa ni dge slong bzhi la sogs pa'o // / "
"1551859","TD4096E.TXT.r_278;TD4096E.TXT.r_279"," gnyis ka'i cha ni  nyon mongs pa'i sgrib pa dang  snyoms par 'jug pa'i sgrib pa'o // / +de la rdo rje lta bu'i ni nyon mongs pa'i sgrib pa las grol bar byed la / / ","0.0#TD4005E.TXT.r#551854#551868#TD4005E.TXT.r_389;TD4005E.TXT.r_390;TD4005E.TXT.r_391;TD4005E.TXT.r_392# de bas kyang lci ba ni phyogs bzhi'i dge 'dun la sogs pa'i mgron po la sogs pa'i nor rku ba dang dngos su 'phrog pa'o // / "
"1551872","TD4096E.TXT.r_280;TD4096E.TXT.r_281"," zad pa shes pa'i dus na rnam par grol ba yin no // / +'gog pa'i snyoms par 'jug pa bskyed pa na snyoms par 'jug pa'i sgrib pa las grol bar byed la / / ","0.0#TD4005E.TXT.r#551867#551879#TD4005E.TXT.r_391;TD4005E.TXT.r_392;TD4005E.TXT.r_393;TD4005E.TXT.r_394# de yang sdug bsngal dang bar do med par yin te / / +'di'i sdig pa'i 'bras bu la ni tshad med do // / "
"1551884","TD4096E.TXT.r_282"," bskyed  pa'i tshe ni rnam par grol ba yin na bcom ldan 'das ni gang la zad pa mkhyen pa'i dus na gnyis ka'i cha las rnam par grol ba zhes bya ba 'gog pa'i snyoms par 'jug pa ma bskyed pa'i tshe ji ltar snyoms par 'jug pa'i sgrib pa las rnam par grol bar 'gyur zhe na / / ","0.0#TD4005E.TXT.r#551880#551903#TD4005E.TXT.r_394;TD4005E.TXT.r_395;TD4005E.TXT.r_396;TD4005E.TXT.r_397;TD4005E.TXT.r_398# gzhan yang gzhan dag srog gcod pa la sogs pa bcu blangs pa de'i zla la the tshom med par bdag zhugs pa  yang shes par bya'o // / "
"1551908","TD4096E.TXT.r_283;TD4096E.TXT.r_284"," de'i sgrib pa dang bral ba'i phyir  dang ; / +de'i mi ldan pa rnam par nyams pa'i phyir bcom ldan 'das kyis zad pa mkhyen pa'i dus na de bskyed zin pa bzhin du mnga' brnyes zin pa'i phyir te / / ","0.0#TD4005E.TXT.r#551904#551913#TD4005E.TXT.r_396;TD4005E.TXT.r_397;TD4005E.TXT.r_398;TD4005E.TXT.r_399# de yang rnam par smin pa 'di lta bu tsha ba yin la bsams te / / +rang gi sems sun bton la // / +shin tu 'gyod pas bshags par bya'o zhes bya ba ni ngag gi don to // / ","0.0#TD4005E.TXT.r#551913#551921#TD4005E.TXT.r_398;TD4005E.TXT.r_399;TD4005E.TXT.r_400# shin tu 'gyod pas bshags par bya'o zhes bya ba ni ngag gi don to // / +de yang  las de dag gis bsgribs pa ni ye shes mi gsal bar byas pa'o // / "
"1551926","TD4096E.TXT.r_285"," de mngon sum du bskyed par nus pa'i gegs dang bral ba'i phyir ro zhes bya ba'i don to // / ","0.0#TD4005E.TXT.r#551922#551929#TD4005E.TXT.r_399;TD4005E.TXT.r_400;TD4005E.TXT.r_401;TD4005E.TXT.r_402# de yang  las de dag gis bsgribs pa ni ye shes mi gsal bar byas pa'o // / +de dag gi rnam par smin pa cir 'gyur zhe na / / "
"1551934","TD4096E.TXT.r_286"," de'i phyir ma bskyed pa na yang gnyis ka'i cha las rnam par    grol bar grub po // / ","0.0#TD4005E.TXT.r#551930#551938#TD4005E.TXT.r_401;TD4005E.TXT.r_402;TD4005E.TXT.r_403;TD4005E.TXT.r_404# sems can dmyal ba la sogs pa'i mi khom pa brgyad de / / +dam pa'i chos kyi go skabs med la / / "
"1551943","TD4096E.TXT.r_287"," slob dpon 'dus bzangs na re ji ltar na byang chub sems dpa' 'khor ba thog ma med pa dang mi ldan pa nas / / ","0.0#TD4005E.TXT.r#551939#551947#TD4005E.TXT.r_403;TD4005E.TXT.r_404;TD4005E.TXT.r_405# la la de ltar sdug bsngal dang bcas la / / +la la phyis 'gyur bas mi  khom pa ste dal 'byor med pa'o // / "
"1551952","TD4096E.TXT.r_288"," lo ka ba'i snyoms par 'jug pa'i khyad par gyis bslus ba zag pa zad pa'i bsam pas skyil krung bcas te / / ","0.0#TD4005E.TXT.r#551948#551956#TD4005E.TXT.r_405;TD4005E.TXT.r_406;TD4005E.TXT.r_407# de la dmyal ba ni shin tu sdug bsngal ba ste phal po che dang kha 'thor ba'o // / "
"1551961","TD4096E.TXT.r_289"," srid pa'i rtse mo'i mthong bas spang bar bya ba'i sngon rtsa ba nas ma  bton pa rtsa ba dang bcas te drungs phyung nas nyon mongs pa'i dgra drungs phyung ba'i lhag ma spang ba'i phyir yid gtad pa ni de'i gnyen po btang nas 'bad ba thun mong bas thob par bya ba lo ka pa'i snyoms par 'jug pa thob par bya ba'i phyir gus par byed par 'gyur te / / ","0.0#TD4005E.TXT.r#551957#551968#TD4005E.TXT.r_406;TD4005E.TXT.r_407;TD4005E.TXT.r_408;TD4005E.TXT.r_409# de la dang po ni tsha ba dang grang bas bcu drug go // / +gnyis pa ni gnas kyis gnyis te / / ","0.0#TD4005E.TXT.r#551969#551978#TD4005E.TXT.r_408;TD4005E.TXT.r_409;TD4005E.TXT.r_410;TD4005E.TXT.r_411;TD4005E.TXT.r_412# 'di dag ni mdo dran pa nye bar gzhag pa chen po las shes par bya ste / / +las ngan pa shin  tu che ba'i 'bras bu yin no // / ","0.0#TD4005E.TXT.r#551979#551990#TD4005E.TXT.r_411;TD4005E.TXT.r_412;TD4005E.TXT.r_413;TD4005E.TXT.r_414;TD4005E.TXT.r_415# de'i skye ba'i gnas ni mngal nas skye ba la sogs pa'o // / +de yang gnyis te / / "
"1551995","TD4096E.TXT.r_290"," de'i phyir bye brag tu smra ba rnams snga ma kho  na yin no zhes rjod par byed pa 'di ni rigs pa ma yin no zhes zer ro // / ","0.0#TD4005E.TXT.r#551991#551999#TD4005E.TXT.r_415;TD4005E.TXT.r_416;TD4005E.TXT.r_417;TD4005E.TXT.r_418# las bar ma ni yi dags te zas la sogs pa bza' ba la sogs pa 'dod la de med pa ste / / "
"1552004","TD4096E.TXT.r_291"," kha cig na re rgyu dang 'bras bu dag ha cang de na mi rung bas gzugs kyi khams na ni bsam gtan gsum dag na 'du shes med par snyoms par 'jug gi bzhi pa na ni ma yin no zhes zer ro // / ","0.0#TD4005E.TXT.r#552000#552011#TD4005E.TXT.r_417;TD4005E.TXT.r_418;TD4005E.TXT.r_419# gshin rje'i 'jig rten no // / +de yang gnyis su shes par bya'o // / "
"1552016","TD4096E.TXT.r_292"," gzhan dag na re skye ba de ni 'bras bu yin pa'i  phyir 'du shes med pa'i sems can ma gtogs pa bzhi par snyoms par 'jug go zhes zer ro // / ","0.0#TD4005E.TXT.r#552012#552022#TD4005E.TXT.r_419;TD4005E.TXT.r_420;TD4005E.TXT.r_421# yang na ngan song gsum po de dag gi rgyu ni phal cher srog gcod pa dang ser sna dang gti mug las shes par bya'o // / +gsum po de dag ni ngan par song ba yin no // / "
"1552027","TD4096E.TXT.r_293;TD4096E.TXT.r_294"," tshig shes pa ni lha rnams dga' ba yin gyi zhes bya ba la sogs pa la / / +tshig shes pa ni gang dag rig byed kyi tshig tshad mar byed pa de dag yin te / / ","0.0#TD4005E.TXT.r#552023#552038#TD4005E.TXT.r_421;TD4005E.TXT.r_422;TD4005E.TXT.r_423;TD4005E.TXT.r_424;TD4005E.TXT.r_425# las ngan pa shin tu chung ba ni yul mtha'  'khob LA SOGS PA STE / / "
"1552043","TD4096E.TXT.r_295;TD4096E.TXT.r_296"," sangs rgyas kyi gsung ni don gyis rab tu phye ba yin pa'i phyir  ro ; / / +rgyu rnams ni gang rkyen rnams ni gang zhes bye brag tu 'dri na / / ","0.0#TD4005E.TXT.r#552039#552050#TD4005E.TXT.r_424;TD4005E.TXT.r_425;TD4005E.TXT.r_426# mtha' 'khob ni yul gang na chos la sogs pa med pa ste / / +yul gyi mtha'o // / "
"1552054","TD4096E.TXT.r_297;TD4096E.TXT.r_298"," rgyu rnams las rkyen rnams la khyad par ci yod ce na / / +kha cig na re ci yang med de bcom ldan 'das kyis yang dag pa'i lta ba bskyed pa la rgyu gnyis dang rkyen gnyis te / / ","0.0#TD4005E.TXT.r#552049#552065#TD4005E.TXT.r_426;TD4005E.TXT.r_427;TD4005E.TXT.r_428# kla klo ni glen zhing rmugs pa'i rang bzhin te skad bzang po med pa la sogs pa mi shes pa'o // / "
"1552069","TD4096E.TXT.r_299;TD4096E.TXT.r_300"," gzhan gyi sgra dang tshul bzhin yid la byed pa'o zhes gsungs so // / +de'i phyir rgyu dang rkyen dag dang byed rgyu dang rgyu mtshan zhes bya ba ni rnam grangs dag go zhes zer ro // / ","0.0#TD4005E.TXT.r#552064#552078#TD4005E.TXT.r_428;TD4005E.TXT.r_429# de dag rgyu des las ngan pa byed pas ngan song du 'gro ba'o // / "
"1552083","TD4096E.TXT.r_301;TD4096E.TXT.r_302"," gal te khyad par med na ci'i phyir bye brag tu bstan ce na / / +gdul ba la ltos nas de khams dang skye mched bzhin no // / ","0.0#TD4005E.TXT.r#552079#552090#TD4005E.TXT.r_429;TD4005E.TXT.r_430;TD4005E.TXT.r_431# lha tshe ring po ni bsod nams che zhing nga rgyal che ba ste ba skal pa dpag tu med par gnas pa lta ba log pa gzugs kyi khams kyi gnas na'o // / "
"1552095","TD4096E.TXT.r_303;TD4096E.TXT.r_304;TD4096E.TXT.r_305"," 'di ltar rkyen khyad par med par bstan la / / +rgyu ni khyad par du bstan to // / +gzhan dag  na re nye ba ni rgyu yin la ring ba ni rkyen yin no zhes zer ro // / ","0.0#TD4005E.TXT.r#552091#552103#TD4005E.TXT.r_430;TD4005E.TXT.r_431;TD4005E.TXT.r_432# yang na 'gog pa ngan pa  sbyangs pas 'du shes 'gog pa yin no zhes kyang 'chad do // / +de shi nas dmyal bar 'gyur ro // / "
"1552108","TD4096E.TXT.r_306"," ma gtogs pa gang yin pa'o zhes bya ba 'dir kho bo cag gis ni skye ba la sogs pa kho na bshad de / / ","0.0#TD4005E.TXT.r#552104#552114#TD4005E.TXT.r_432;TD4005E.TXT.r_433# mir skyes na gzugs la sogs pa la dbang byed pa'i mig la sogs pa'i dbang po lnga 'am drug pa la skyon zhugs pas dam pa'i chos kyi skal ba med pa yin te / / "
"1552118","TD4096E.TXT.r_307;TD4096E.TXT.r_308"," de dag gi don du 'dir nye bar bkod pa'i phyir ro // / +ma gtogs pa gzhan gang yin pa de yang 'jig tshogs la lta ba'i rgyu can yang yin la rgyu yang     // / ","0.0#TD4005E.TXT.r#552113#552127#TD4005E.TXT.r_433;TD4005E.TXT.r_434;TD4005E.TXT.r_435# gcig dang  gnyis dang   gsum dang  bzhi dang  lnga dang  drug ka ma tshang ba srid do // / "
"1552132","TD4096E.TXT.r_309;TD4096E.TXT.r_310"," yin par brjod par bya'o // / +gang dag de dang mtshungs par ldan pa'i chos rnams kyi zhes mi 'don pa de dag gi ltar na rab tu byed pa'i gzhung ji ltar 'gal bar 'gyur zhes khong nas dbyung bar bya'o // / ","0.0#TD4005E.TXT.r#552128#552137#TD4005E.TXT.r_435;TD4005E.TXT.r_436;TD4005E.TXT.r_437# yang dag pa'i lta ba dang bral ba ste sangs rgyas la sogs pa med do zhes sems pa lta ba phyin ci log ni chad par lta ba ste / / ","0.0#TD4005E.TXT.r#552138#552146#TD4005E.TXT.r_436;TD4005E.TXT.r_437;TD4005E.TXT.r_438;TD4005E.TXT.r_439;TD4005E.TXT.r_440# mi dge ba thams cad pas lci ba'o // / +gzhan  pa rtag par lta ba la sogs pa yang ngo // / +de ltar na brgyad do // / "
"1552151","TD4096E.TXT.r_311;TD4096E.TXT.r_312"," 'o na ji ltar zhe na / / +'jig tshogs la lta ba'i skye ba dang rga ba dang gnas pa dag ma  gtogs zhes de skad du 'don te / / ","0.0#TD4005E.TXT.r#552147#552156#TD4005E.TXT.r_440;TD4005E.TXT.r_441# de 'jig rten du byon pa la phyag la sogs pa mi byed par skur pa 'debs pa'o // / "
"1552160","TD4096E.TXT.r_313;TD4096E.TXT.r_314"," 'di ltar 'di dag gi skye ba la sogs pa'i stobs kyis ni sems mi skyed de / / +de rang gi mthun pa'i mtshan nyid bzhin no / / ","0.0#TD4005E.TXT.r#552155#552164#TD4005E.TXT.r_441;TD4005E.TXT.r_442;TD4005E.TXT.r_443# yang des mtshon nas sangs rgyas med pa'i gnas su skyes pa ni brgyad pa'o // / "
"1552169","TD4096E.TXT.r_315;TD4096E.TXT.r_316;TD4096E.TXT.r_317;TD4096E.TXT.r_318"," de'i phyir / / +de dang mtshungs par ldan pa'i chos rnams kyis // / +zhes de skad mi 'dod do // / +thob pa dang de dag gi skye ba la sogs pa rnams  ni 'du byed kyi phung pos bsdus pa'i phyir na phung po gcig go // / ","0.0#TD4005E.TXT.r#552165#552179#TD4005E.TXT.r_442;TD4005E.TXT.r_443;TD4005E.TXT.r_444# de ltar rang gi ngo bo  bstan nas / / +yul gang la bshags pa ni sangs rgyas zhes BYA BA LA SOGS PA ste 'di kho na dbang po bzang po yin gyi gzhan ni ma yin no // / "
"1552183","TD4096E.TXT.r_319"," thob pa rnams kyi 'bras bu gang yin pa de nyid de dag gi skye ba la sogs pa rnams kyi yang yin pas 'bras bu gcig go // / ","0.0#TD4005E.TXT.r#552178#552193#TD4005E.TXT.r_443;TD4005E.TXT.r_444;TD4005E.TXT.r_445;TD4005E.TXT.r_446;TD4005E.TXT.r_447;TD4005E.TXT.r_448# yul gang la bshags pa ni sangs rgyas zhes BYA BA LA SOGS PA ste 'di kho na dbang po bzang po yin gyi gzhan ni ma yin no // / +de la sangs rgyas bcom ldan 'das ni sh'akya thub pa la sogs pa de rnams so // / "
"1552192","TD4096E.TXT.r_320;TD4096E.TXT.r_321"," thob pa rnams kyi thob pa dang ldan 'bras bu tha dad pa de mtshan nyid rnams ni ma yin te / / +mtshan gzhi dang  gnyis lhan cig 'byung ba'i rgyu yin pa'i phyir ro // / ","0.0#TD4005E.TXT.r#552193#552208#TD4005E.TXT.r_447;TD4005E.TXT.r_448;TD4005E.TXT.r_449;TD4005E.TXT.r_450;TD4005E.TXT.r_451# las la sogs pa gsal bar rtogs pas na spyan no // / +dbang po ni legs pa dang nyes pa'i khyad par thugs su chud pa'o // / "
"1552204","TD4096E.TXT.r_322"," phung po gnyis la zhes bya ba ni lus dang ngag las dga' ba dang mi dga' ba ni gzugs kyi phung po yin la / / "
"1552213","TD4096E.TXT.r_323;TD4096E.TXT.r_324"," de dag gi skye ba la sogs pa rnams ni 'du byed kyi phung po yin no // / +lhan cig 'byung ba'i rgyu yin pa'i phyir lus dang ngag gi las dang  de dag  gi skye ba la sogs pa rnams kyi rnam par smin pa'i 'bras bu gcig kho na yin te / / ","0.0#TD4005E.TXT.r#552209#552224#TD4005E.TXT.r_451;TD4005E.TXT.r_452;TD4005E.TXT.r_453;TD4005E.TXT.r_454;TD4005E.TXT.r_455# shes  rab kyi spyan gyis thams cad gzigs pas na gzigs pa'o // / "
"1552228","TD4096E.TXT.r_325;TD4096E.TXT.r_326"," 'bras bu tha dad pa ni lhan cig 'byung ba'i rgyu yin pa nyid du 'gal ba'i phyir ro // / +'du shes med pa pa yang sems kyi mtshungs pa de ma thag pa can yin pa'i phyir gsum gyis yin par rigs pa ma yin nam zhe na / / ","0.0#TD4005E.TXT.r#552223#552234#TD4005E.TXT.r_453;TD4005E.TXT.r_454;TD4005E.TXT.r_455;TD4005E.TXT.r_456;TD4005E.TXT.r_457# tshul ji ltar bshags pa ni mthol ba la sogs pa ste / / +yang dag par yin gyi ngag 'khyal la sogs pa ni ma yin no // / ","0.0#TD4005E.TXT.r#552235#552242#TD4005E.TXT.r_456;TD4005E.TXT.r_457;TD4005E.TXT.r_458;TD4005E.TXT.r_459;TD4005E.TXT.r_460# 'chags pa ni  yid kyis so sor ro // / +nyes pa de khas len pas zhi la mi 'chab pa'o // / "
"1552247","TD4096E.TXT.r_327"," 'di  brjod par bya ba yin mod kyi rnam par smin pa las skyes pa yin pa'i phyir rang gi ngang gis 'jug pas sems kyi 'du byed las skyes pa ma yin pa des na ma brjod do // / ","0.0#TD4005E.TXT.r#552243#552250#TD4005E.TXT.r_459;TD4005E.TXT.r_460;TD4005E.TXT.r_461# de bzhin gshegs na dag par 'gyur ro // / +de ltar stobs gnyis bstan nas / / ","0.0#TD4005E.TXT.r#552251#552258#TD4005E.TXT.r_460;TD4005E.TXT.r_461# de ltar stobs gnyis bstan nas / / +de ni nyes pa las kun tu ldog pa'i stobs kyis sdig pa bshags pa ni slan chad kyang gcod cing sdom  par bgyid lags so zhes gsungs so // / "
"1552263","TD4096E.TXT.r_328"," snyoms par 'jug pa'i tshe dge ba dang zhes bya ba 'byung ba la dge ba gang gi mjug thogs su dge ba gang dang gang gis bsdus pa  'byung zhe na / / ","0.0#TD4005E.TXT.r#552259#552271#TD4005E.TXT.r_461;TD4005E.TXT.r_462;TD4005E.TXT.r_463;TD4005E.TXT.r_464# de ni nyes pa las kun tu ldog pa'i stobs kyis sdig pa bshags pa ni slan chad kyang gcod cing sdom  par bgyid lags so zhes gsungs so // / "
"1552276","TD4096E.TXT.r_329"," 'dod pa na spyod pa'i dge ba sbyor ba las byung ba'i mjug thogs su sbyor ba las byung ba kho na yin gyi skyes nas thob pa ni ma yin te / / ","0.0#TD4005E.TXT.r#552272#552279#TD4005E.TXT.r_463;TD4005E.TXT.r_464;TD4005E.TXT.r_465# da ltar gyi 'chags la / / +phyis mi byed pa ni dam pa yin la / / +bshags kyar byas na slar 'phel bar 'gyur bas na nad la gnod pa na bza' btung ltar mtshams gcad par bya'o // / "
"1552284","TD4096E.TXT.r_330;TD4096E.TXT.r_331"," 'dir skyes pas mngon du byed mi nus pa'i phyir ro // / +kha cig na re mi lcogs pa med pa kho nas bsdus pa 'byung ngo zhes zer ro // / ","0.0#TD4005E.TXT.r#552280#552294#TD4005E.TXT.r_465;TD4005E.TXT.r_466# bshags kyar byas na slar 'phel bar 'gyur bas na nad la gnod pa na bza' btung ltar mtshams gcad par bya'o // / "
"1552298","TD4096E.TXT.r_332;TD4096E.TXT.r_333"," gzhan dag na re bsam gtan dang    po'i yang ngo zhes zer ro // / +gzhan dag na re bsam gtan khyad par can gyi yang ngo zhes zer ro // / ","0.0#TD4005E.TXT.r#552293#552311#TD4005E.TXT.r_466;TD4005E.TXT.r_467# de phan chad kyang mi dge ba bcu la  sogs pa'i nyes pa rnams rgyun gcod cing phyis mi byed par bsdams te des ni sdig pa dag par 'gyur ro // / "
"1552309","TD4096E.TXT.r_334;TD4096E.TXT.r_335"," btsun pa dbyangs sgrogs na re bsam gtan gnyis pa'i bar du yin no zhes zer ro // / +gzhan dag na re mnyam par gzhag pas thod rgal gyi snyoms par 'jug pa ltar sas bar du chod pa 'dren par mi nus  so zhes zer ro // / ","0.0#TD4005E.TXT.r#552311#552322#TD4005E.TXT.r_467;TD4005E.TXT.r_468# de ltar stobs gsum pa bstan nas da ni gnyen po kun du spyod pa'i stobs ni sangs rgyas zhes bya ba la sogs pa'o // / "
"1552327","TD4096E.TXT.r_336"," bzo'i gnas pa'i mjug thogs su ni drug ste zhes bya ba la 'di ltar de la gnas pa la 'chi ba med de / / ","0.0#TD4005E.TXT.r#552323#552331#TD4005E.TXT.r_468;TD4005E.TXT.r_469# de la sdig pa de dag slar mi 'phel zhing tshogs bsags pa'i  don du rgyud la dge ba bstan pa ni sman lta bur shes par bya'o // / "
"1552336","TD4096E.TXT.r_337"," de lta ma yin na gzugs dang gzugs med pa na spyod pa'i nyon mongs pa can dag sus bzlog tu yod / / ","0.0#TD4005E.TXT.r#552332#552339#TD4005E.TXT.r_468;TD4005E.TXT.r_469;TD4005E.TXT.r_470# de la sdig pa de dag slar mi 'phel zhing tshogs bsags pa'i  don du rgyud la dge ba bstan pa ni sman lta bur shes par bya'o // / +de la bsngo ba la sogs pa thams cad ni byang chub sems dpa' la pha rol tu phyin pa drug dang ldan la / / "
"1552344","TD4096E.TXT.r_338;TD4096E.TXT.r_339"," gal te mi slob pa las slob pa mi 'byung na / / +'o na ji ltar na mi slob pa  las yongs su nyams pa slob pa yin zhe na / / ","0.0#TD4005E.TXT.r#552340#552351#TD4005E.TXT.r_469;TD4005E.TXT.r_470;TD4005E.TXT.r_471;TD4005E.TXT.r_472# de la bsngo ba la sogs pa thams cad ni byang chub sems dpa' la pha rol tu phyin pa drug dang ldan la / / +des zin dgos pas pha rol tu phyin pa drug dang 'dra ba yin la de yang gnyis so // / "
"1552355","TD4096E.TXT.r_340;TD4096E.TXT.r_341"," 'di ltar langs pa mi slob pa'i ting nge 'dzin las nyams par 'gyur te / / +ting nge 'dzin la gnas pa la yongs su nyams pa med pa'i phyir ro // / ","0.0#TD4005E.TXT.r#552350#552362#TD4005E.TXT.r_471;TD4005E.TXT.r_472;TD4005E.TXT.r_473;TD4005E.TXT.r_474# de la bla na yod pa ni kun dang mthun  pa ste ; / +de ni skye ba bzang po blangs par yang shes par bya'o // / "
"1552367","TD4096E.TXT.r_342;TD4096E.TXT.r_343"," gnas gnyis pa'i 'grel bshad do //// / +chu bur can la sogs pa grang ba'i sems can dmyal ba brgyad ni  yang sos la sogs pa rnams kyi ngos bzhi de dag gi 'khor lhag pa lta bur gnas te / / ","0.0#TD4005E.TXT.r#552363#552381#TD4005E.TXT.r_473;TD4005E.TXT.r_474;TD4005E.TXT.r_475;TD4005E.TXT.r_476;TD4005E.TXT.r_477;TD4005E.TXT.r_478# de la khams gsum gyi skye gnas te lha dang mi dag tu'o // / +sbyin ba dang mthun pa ni sbyin pa'i tha ma ste / / +des mchog kyang shes par bya'o // / "
"1552386","TD4096E.TXT.r_344"," des na gtso bo ma yin pa'i phyir grang ba'i dmyal ba rnams logs shig tu ma bstan la / / ","0.0#TD4005E.TXT.r#552382#552396#TD4005E.TXT.r_478;TD4005E.TXT.r_479;TD4005E.TXT.r_480;TD4005E.TXT.r_481;TD4005E.TXT.r_482# kham gcig ni dngos po chung ba ste chen po yang shes par bya'o // / "
"1552394","TD4096E.TXT.r_345;TD4096E.TXT.r_346"," nyi tshe ba'i dmyal ba rnams kyang yul dang grangs dang tshad ma nges pa logs shig tu ma smos so // / +thos pa dang yongs su nyams  nas de la chags pa'i phyir ro zhes bya ba la / / ","0.0#TD4005E.TXT.r#552397#552405#TD4005E.TXT.r_481;TD4005E.TXT.r_482# rnam par dka' ba bskyed pas ni dge ba'i rtsa ba'o // / +bzod pa dang mthun pa ni tshangs spyod de sdig pa dang bral  zhing byams pa la sogs pa la gnas pas gshe ba la slar mi gshe ba la sogs pa dge sbyong gi chos dang ldan pa ste / / "
"1552409","TD4096E.TXT.r_347"," rnal 'byor pa rnams ni de ltar 'dod pa na spyod pa'i sprul sems kyis 'dod pa na spyod pa'i sprul pa sprul par byed do zhes nas de la dmigs pa'i 'dod chags skye la / / ","0.0#TD4005E.TXT.r#552404#552419#TD4005E.TXT.r_482;TD4005E.TXT.r_483;TD4005E.TXT.r_484;TD4005E.TXT.r_485# bzod pa dang mthun pa ni tshangs spyod de sdig pa dang bral  zhing byams pa la sogs pa la gnas pas gshe ba la slar mi gshe ba la sogs pa dge sbyong gi chos dang ldan pa ste / / "
"1552424","TD4096E.TXT.r_348"," 'dod pa'i 'dod chags dang bral ba las yongs su nyams te rjes su dran nas sprul pa'i  sems la chags par byed do // / ","0.0#TD4005E.TXT.r#552420#552431#TD4005E.TXT.r_484;TD4005E.TXT.r_485# brtson 'grus dang mthun pa ni sems can yongs su smin par byed pa ste / / +bdag gis brtson 'grus chen pos sems  can thams cad la mngon par shes pa lnga'i sgo nas phyin ci log gi lta ba dang lam las bzlog pa ste yang dag pa la bcug pas rgyud smin par byas pa ste / / "
"1552436","TD4096E.TXT.r_349;TD4096E.TXT.r_350"," yang sprul pa'i dbang gis zhes bya ba rgyas par 'byung ba la / / +'dod pa na spyod pa'i sprul pa mthong nas kye ma kyi hud bdag la yang 'di 'dra ba'i sems yod par gyur cig snyam du sprul pa'i sems la yang 'dod pa nyon mongs pa can 'byung ngo // / ","0.0#TD4005E.TXT.r#552432#552441#TD4005E.TXT.r_485;TD4005E.TXT.r_486# bdag gis brtson 'grus chen pos sems  can thams cad la mngon par shes pa lnga'i sgo nas phyin ci log gi lta ba dang lam las bzlog pa ste yang dag pa la bcug pas rgyud smin par byas pa ste / / ","0.0#TD4005E.TXT.r#552442#552454#TD4005E.TXT.r_485;TD4005E.TXT.r_486;TD4005E.TXT.r_487;TD4005E.TXT.r_488# bdag gis brtson 'grus chen pos sems  can thams cad la mngon par shes pa lnga'i sgo nas phyin ci log gi lta ba dang lam las bzlog pa ste yang dag pa la bcug pas rgyud smin par byas pa ste / / +grol ba dang mthar phyin par shes par bya'o // / +bsam gtan dang mthun pa ni smon pa dang 'jug pa kun rdzob dang don dam pa'i byang  chub tu sems bskyed pa ste / / "
"1552459","TD4096E.TXT.r_351"," gal te bdag cag ni  des so snyam pa dang  'di dag bdag gis snyam du 'du shes tha dad pa'i phyir 'du shes du ma pa yin no snyam na rgyu'i 'du shes tha mi dad pa'i phyir 'du shes tha dad pa med de / / ","0.0#TD4005E.TXT.r#552455#552465#TD4005E.TXT.r_487;TD4005E.TXT.r_488;TD4005E.TXT.r_489;TD4005E.TXT.r_490# bsam gtan dang mthun pa ni smon pa dang 'jug pa kun rdzob dang don dam pa'i byang  chub tu sems bskyed pa ste / / +de dag la rtse gcig tu gnas pa ni lam phyin ci ma log pa'o // / ","0.0#TD4005E.TXT.r#552465#552474#TD4005E.TXT.r_489;TD4005E.TXT.r_490;TD4005E.TXT.r_491# bla na med pa'i ye shes ni shes rab kyi pha rol tu phyin pa dang mthun par bsngo ba ste / / +de la gong na med pa'i ye shes ni gnyis su med pa'i chos nyid rtogs pa ste ye shes kyi tshogs so // / "
